1.5982000075917797,pollut
1.3478255649109852,ocean
1.2645736082831918,plastic
1.1780689892963971,instal
1.1268648043842842,address
1.0790088519500136,issu
1.066668723861145,support
1.0419357321930038,coalit
1.0266746678990435,latest
1.00130071220809,progress
0.9982610443696195,footprint
0.9849968623532567,respons
0.9476423986432901,experi
0.9445458368525831,opt
0.9420896727565052,re
0.940908918430278,eco
0.9284604752238369,great
0.9099834440885616,smog
0.878869915446395,sit
0.8764743931267616,fiction
